Original Entry,Title,Year,Format,TMDB Search JSON,TMDB ID,TMDB Rating,Genre,Poster Path,Cover URL,Cover Image,Runtime (min),Overview,Release Date,Watched?,My Rating (1-5),Notes,TMDB Source URL,Match Status
House of Wax (2005),House of Wax,2005,Blu-ray,,10066,6.029,"Horror, Thriller, Mystery",/aCLSgw1DaqkRvosYc3YUttBTtpT.jpg,https://image.tmdb.org/t/p/w342/aCLSgw1DaqkRvosYc3YUttBTtpT.jpg,,113,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,2005-05-05,In Progress,,,https://www.themoviedb.org/movie/10066,Matched
The House That Jack Built (2018),The House That Jack Built,2018,Blu-ray,,398173,7.1,"Drama, Horror, Crime, Thriller",/bMUGNkPaHOurcBK9g3XpJx3fxuO.jpg,https://image.tmdb.org/t/p/w342/bMUGNkPaHOurcBK9g3XpJx3fxuO.jpg,,152,"Failed architect, engineer and vicious murderer Jack narrates the details of some of his most elaborately orchestrated crimes, each of them a towering piece of art that defines his life's work as a serial killer for twelve years.",2018-10-04,Watched,5,,https://www.themoviedb.org/movie/398173,Matched
The Houses October Built (2014),The Houses October Built,2014,Blu-ray,,293572,4.958,"Horror, Thriller",/yGTHvZE1ggog8w06kqg1HyTANjT.jpg,https://image.tmdb.org/t/p/w342/yGTHvZE1ggog8w06kqg1HyTANjT.jpg,,91,"Beneath the fake blood and cheap masks of countless haunted house attractions across the country, there are whispers of truly terrifying alternatives. Looking to find an authentic, blood-curdling good fright for Halloween, five friends set off on a road trip in an RV to track down these underground Haunts. Just when their search seems to reach a dead end, strange and disturbing things start happening and it becomes clear that the Haunt has come to them…",2014-10-10,Watched,2,,https://www.themoviedb.org/movie/293572,Matched
The Houses October Built 2 (2017),The Houses October Built 2,2017,Blu-ray,,466344,4.941,Horror,/9ePD42CjuXgwsFNDl3EC8KRi0XC.jpg,https://image.tmdb.org/t/p/w342/9ePD42CjuXgwsFNDl3EC8KRi0XC.jpg,,99,"Recovering from the trauma of being kidnapped last Halloween by the Blue Skeleton - a group who take ""extreme haunt"" to another level - five friends decide they must face their fears in order to move on. Heading back out on the road to visit more haunted house attractions, signs of the Blue Skeleton start appearing again and a new terror begins.",2017-09-22,Watched,5,,https://www.themoviedb.org/movie/466344,Matched
How to Train Your Dragon (2010),How to Train Your Dragon,2010,Blu-ray,,10191,7.859,"Fantasy, Adventure, Animation, Family",/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,https://image.tmdb.org/t/p/w342/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,,98,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",2010-03-18,Watched,5,,https://www.themoviedb.org/movie/10191,Matched
How to Train Your Dragon 2 (2014),How to Train Your Dragon 2,2014,Blu-ray,,82702,7.7,"Fantasy, Action, Adventure, Animation, Family",/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,https://image.tmdb.org/t/p/w342/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,,102,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",2014-06-05,Watched,5,,https://www.themoviedb.org/movie/82702,Matched
How to Train Your Dragon: The Hidden World (2019),How to Train Your Dragon: The Hidden World,2019,Blu-ray,,166428,7.751,"Animation, Family, Adventure",/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,https://image.tmdb.org/t/p/w342/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,,104,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",2019-01-03,Watched,2,,https://www.themoviedb.org/movie/166428,Matched
The Human Centipede 2: Full Sequence (2011),The Human Centipede 2: Full Sequence,2011,Blu-ray,,74997,4.8,"Drama, Horror, Crime",/9YEUMnMhIjD5ek4zIqOhLSnTnJS.jpg,https://image.tmdb.org/t/p/w342/9YEUMnMhIjD5ek4zIqOhLSnTnJS.jpg,,91,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",2011-10-06,Unwatched,,,https://www.themoviedb.org/movie/74997,Matched
The Human Centipede 3 [Final Sequence] (2015),The Human Centipede 3 [Final Sequence],2015,Blu-ray,,94365,3.776,Horror,/xUk5AGcGvybPBvvMqrDPbAFAknD.jpg,https://image.tmdb.org/t/p/w342/xUk5AGcGvybPBvvMqrDPbAFAknD.jpg,,103,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",2015-05-22,Watched,4,,https://www.themoviedb.org/movie/94365,Matched
The Human Centipede [First Sequence] (2009),The Human Centipede [First Sequence],2009,Blu-ray,,37169,5.181,Horror,/gMtjxIkEi0hnTV5lPHbgeZ4ZpUZ.jpg,https://image.tmdb.org/t/p/w342/gMtjxIkEi0hnTV5lPHbgeZ4ZpUZ.jpg,,92,"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon, who has a very disturbed vision.",2009-10-31,Unwatched,,,https://www.themoviedb.org/movie/37169,Matched
The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1,2014,Blu-ray,,131631,6.818,"Science Fiction, Adventure, Thriller",/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,https://image.tmdb.org/t/p/w342/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,,123,"After surviving the Quarter Quell, Katniss finds herself in the hidden stronghold of District 13, where the rebellion against the Capitol is gaining momentum. Struggling with the weight of becoming the symbol of resistance, she must navigate fragile alliances while trying to protect those she loves. As propaganda battles rage and Panem moves closer to full-scale war, Katniss is forced to confront the true cost of revolution.",2014-11-19,Unwatched,,,https://www.themoviedb.org/movie/131631,Matched
The Hunger Games: Mockingjay - Part 2 (2015),The Hunger Games: Mockingjay - Part 2,2015,Blu-ray,,131634,6.902,"Action, Adventure, Science Fiction",/lImKHDfExAulp16grYm8zD5eONE.jpg,https://image.tmdb.org/t/p/w342/lImKHDfExAulp16grYm8zD5eONE.jpg,,137,"As the war between the Capitol and the districts reaches its peak, Katniss Everdeen embarks on a perilous mission to liberate Panem and confront President Snow. Joined by a team of trusted allies, she navigates deadly traps, shifting loyalties, and the heavy cost of rebellion, determined to bring freedom to her people and end the Hunger Games once and for all.",2015-11-18,Watched,5,,https://www.themoviedb.org/movie/131634,Matched
